sentiment,review_body,product_category
1,I'm short  only 5ft and this is beautiful and flowy. it's just below my knees and i think it's perfect. i have only worn it twice out and literally everywhere i went i received a compliment  and asking where i got it. it's unique and no one else carries one like this. i know some customers mentioned the price being a bit high but i disagree. i would rather pay for something that i love  that has good design and quality instead of 50 or 60 for a so so product. that's what i love about retailerpolog,Jackets
1,I'm sad i was unable to get an xs  as the small is somewhat big on my 125-lb 5'6 frame. i'm keeping it for the sale price though! when i put it on in the store i got so many compliments from other customers who went to find it! i think it is meant to run large  and honestly i still think even with it looking big it still looked better in person than the model. i would recommend ordering it if you can and don't mind pieces that drape like this!,Jackets
-1,These look nothing like the picture! they are super high-waisted & longer than they look in this picture. i felt as if i was wearing a pair of jeans from the 90's that just fit terribly. i thought they were going to be a pair of cropped wide legs & they are far from it. the color was also much lighter than shown in picture. super unflattering & just not for me. they're going back...,Jeans
-1,I loved these pants the minute i put them on  and was so happy i'd ordered them. but i wore them only 3 times - and only at dinners with friends  not even for full days - and the seams on both legs ripped open! i think the faux leather just isn't equipped to handle the stretch of fitted leggings. i was super-bummed about this  because these pants are so insanely cute. but if they can't hold up to a few casual wears  then there's just no way... thankfully retailer was true to their brilliant custom,Jeans
-1,"I ordered these along with the regular ag stevie jeans and there is a definite difference in fabiric and cut. i liked the darker fabric but it was thinner and stretchier that the more ""denim"" version. the cut was also looser in the thigh and seat area which made for a looser  less flattering fit. returned it and kept the regular ag stevie.",Jeans
-1,Loved these when i tried them on they fit well and were so flattering. i am a size 0/2 and 5' tall and have a 'bubble butt' and thicker thighs with a narrow waist i tried on a 24 they we a little tight on my bum and thighs but the waist was perfect  tried on a 25 and they were much more comfortable on my legs and worked on my waist as well. i thought all was good but after wearing them out for not even ten minutes they started slipping down constantly and loosed up around all areas especially my,Jeans
-1,I originally got these in a 29 petite and thought they fit great right out of the bag (i'm usually a 6/8).. and within an hour of wearing them (to retailer  actually)  the knees had gotten so baggy that they looked absolutely ridiculous; i've never had jeans do this. the salesperson at retailer agreed that they seemed very odd. i exchanged for a 28p at her suggestion  and i just hate them. i'd say the smaller size seems every so slightly small  but nothing major - but the waist actually folds over a,Jeans
-1,I love the pilcro serif legging jeans but these were a big disappointment. if you have any thigh at all don't bother.,Jeans
-1,These jeans are adorable! i'm so sad they didn't fit. my legs are bigger than the rest of my body  but i usually have good luck with wide leg pants. if you are looking for wide legs  these are not the jeans for you!,Jeans
-1,When i tried these on in the store i was thrilled - they were comfy as yoga pants and  the fit was divine. i thought i had found the perfect jeans and i splurged on them for my birthday. after wearing just two times they are baggy and the knees are totally bagged out  saggy and faded.  so disappointing - i want my $180 back!,Jeans
-1,I purchased these in january and today i am going back to retailer to request a refund; the fabric on the inner thighs are absolutely thread bare. i am 5'6 and wear a size 28. they fit comfortably with great stretch  but apparently the fabric is so cheap that if your thighs should happen to touch  you will wear holes through the thighs in very short order.    first they started piling  which i had never a pair of pilcro pants do before  and within 2 washes i could actually see through the f,Jeans
0,"1. the wide leg/crop is a cool trend. but not great on me. i'm pretty standard in size/build: 5'6""  135 lbs   size 4. i felt like i just looked oddly shaped with them on.  2. and maybe this is the issue: the size 27 (my normal size in every citizen pant i own) was about 2 whole sizes too big for me. i mean  i felt great about myself. but...wowza.  3. when i took them to the store to try on/exchange  they don't even carry them in the store! so i just returned and will try something else.",Jeans
0,Stretch out fast    5 8 130lb i order size 26 which is my usually size. they fit prefect for about 3hr and then stretched out feeling not right on my body. maybe i should have gone down a  sizes. even so i feel like the $$$ and quality don't add up but they are very soft and comfortable  i wouldn't buy them again.,Jeans
0,I was so glad to find such a beautiful item made in the usa. i knew the workmanship would be above average. the embroidery is gorgeous and makes these jeans so unique. i am usually a 24 in pilcro slouchy chinos  size 0 in most pants   25 in jeans so i ordered these in xs. the waist was at least 7-8 inches too large. they were enormous in every aspect of fit. no belt could possibly make these stay up. very disappointed . i would recommend an xs if you are a size 6 to 8.,Jeans
0,I looked like i was going to work on a farm. well made  but seemed fit big. i like and have owned wide leg pants/capris  these were cartoonishly wide.  needless to say  they were returned.,Jeans
0,I loved the color of these but they bagged out with just one wear. they are going back to store.,Jeans
0,"Maybe i just have the wrong body type for these jeans  but even though they technically fit  i felt like they looked like ""mom jeans"" on me. i was fine with the high waist  which actually made them very comfortable  but the ankles were loose and long on me  where most ag ankle jeans are a perfect length. the quality is good though--the fabric is substantial and a bit stiffer than most of my other ag's  and the color is a nice saturated black. i tried on a size 27  and i'm 5'4""  120 lbs.",Jeans
0,Love pilcro jeans and really hoped these would work for me. lovely soft material (98% cotton/2%  which you don't see often anymore!)  great length  nice medium rise but for me the deal breaker was the lack of belt loops. the braided detail at the waist is a fun design touch  but as someone with a small waist and wider hips  i almost always have to wear a belt with jeans and that's just not possible with these. if you don't usually wear a belt or have a straighter figure  these might work better,Jeans
0,I'm 5.1 and always bought 27p. they didn't have petite anymore  so i bought 27r  knowing that it'll hit my ankle instead of being cropped. it's very cute as an ankle-length with some flare. my only issue is that the 27r was very tight around the crotch and upper thigh. it's a very tight fit just right there!... and not enough of stretch to be comfortable when sitting. i wonder if it will stretch out a bit more from wear? i then ordered a 28r to see if that fits better  and it fits a tad loose ev,Jeans
0,These jeans look slouchy and shorter in the pic which was exactly what i was looking for  but they fit more like regular boot cuts on me and proved to be much longer than expected. i have fairly long legs and most jeans hit me like they do on the models  but these were very long. i only buy citizens of humanity and paige jeans and i can almost always buy online for them when it comes to skinny jeans  but these did not fit the same as their other styles. they are good quality and would probably f,Jeans
1,"I saw these on the freshly cut + promo discount & decided to order my usual size 28 reg in pilcro. a great fit & appreciate the midrise. not too snug or baggy. look pretty much on me as in the model pic except they fall abt 1"" below my ankles. i am only 5'3"" so not a surprise they are a little longer on me but it's really ok. fyi - the front button & back pocket tacks are gold which gives a classy look to these jeans. just love.. & love the price too! 5'3""  117#",Jeans
1,So sure from the online shop & images that i ordered two pairs. the package arrived in less than 2 days and immediately i could see how the cords were everything i expected them to be. so incredibly soft and body forming and has a classic cord texture only softer. i love them ! this look works both daytime as well as evening - it's geared to work with any casual to couture look. my 22 year old niece wanted to buy the second pair (sz 28) from me so i gave them to her. she's a nice niece : ),Jeans
1,I love these pants! they are very flattering. they do however run long so even though i'm 5'5'' the regulars were crazy long on me and the petite fit me perfectly. i was worried they would stretch out a lot but i've worn them twice and they haven't.,Jeans
1,These pants are a really pretty color and feel nice on. the fit was great and did not really shrink with washing. i received a lot of compliments the first time i wore them.,Jeans
1,"Fit review: i ordered the size 27 as i read alexa chung jeans run small  and my usual size in ag stevie is a 26 in cords  27 in some jeans. . i'm 5'2""  currently 25"" waist  33"" high hip  37.25"" at the widest  29"" inseam. i have more of a pear shape than an hourglass  flatter stomach  bigger upper thighs and bottom. i'm long-waisted and do have some high-rise trousers that look great  which is why i risked paying shipping on these. . the 27 was loose at my natural waist  the jeans measuring 29.5""",Jeans
1,I tried these jeans on in my regular size and they seemed way too big  but still kinda cute. i went one size down and suddenly they were the most adorable  comfortable jeans that i've every had (and i have a lot of jeans!). i love them! they are very soft with gorgeous fading around the pockets. they are button fly which is unique. i got them on the sale on sale price and they are well worth every bit and more. i plan on wearing them with boots although high heal shoes should be beautiful with t,Jeans
1,"I love these jeans so much i have 4 pairs. i bought pink and gray last year and then black and denim this year. i am 5'4"" 112 lbs. with a slim  straight  athletic build. these jeans look amazing on; they don't have those funny crease rolls in the legs because the legs weren't cut right  i don't have to tug on the waist to get them to stay up and they are just very flattering on. sometimes when i try on skinny jeans  they fit funny around the waistband and make my hips look weird. not these  i ju",Jeans
1,This wash is so beautiful but i found the rise too long for me. so happy i found them in 24p here on the site. they are wonderful but i'd like to caution with respect to proportions:    i have long legs (for a petite  ha!) and a petite upper body. these jeans almost entirely differ with respect to length. so id say if the your torso is fairly true to a regular fit  and your legs are shorter  you totally save on hemming the regular fit jeans. like another reviewe noted  hemming will reduce the fl,Jeans
1,It's true to size but as an fyi for fellow pilcro high rise wearers  don't size down like you might with them. i had my regular and my high rise pilcro sizes and my regular size fit in these. the down side for these is they are clingy and a bit prone to a camel toe effect until they stretch out during the day,Jeans
-1,This top is so lovely  but runs soo big. i ordered it online and was so surprised when i tried it on at home. i'm normally a size 14  and i was positively swimming in this top. hoping to exchange for a petite sm.,Knits
-1,Wasn't crazy about this top. it looked great online but in person it's just a boring and lifeless top.,Knits
-1,I thought i would love this shirt because it goes along with my style  but i returned it immediately. it runs so large! the colors are faded  and the trim of the shirt curl over  so it looks cheap and frumpy. i do not recommend this! it hits in all the wrong places.,Knits
-1,Completely oversized top  size medium was swimming on me.....boxy  baggy  shapeless -- what more can i say? even in an xs this would not have fit in any way like the photo  returned.,Knits
-1,If you're pregnant  congratulations. this shirt is for you. if you've ever dreamed of being an xxs  this shirt is also for you. i'm a 34d  normally a small or medium  but often size down to xs in swing tops. the xs is ginormous on me  although it fits through the shoulders. i can hold onto the bottom and stretch my arms straight out at the sides  it's that wide. think flying squirrel. what doesn't show in the pictures is that it also has a slight dolman sleeve  which makes it look wide at the to,Knits
-1,This shirt ran small and was more sheer than i expected. had to send it back.,Knits
-1,I was really looking forward to these tees working  after reading the reviews. unfortunately  they had slits on the sides that came up higher than i was comfortable showing my sides just above my jeans. trying to keep it age appropriate.,Knits
-1,I really wanted to like this because the color is beautiful and the knit is obviously good quality. but the shape is impossible to work with. it doesn't just run big  it just hangs there. really disappointing. it'll have to go back.,Knits
-1,"This style is right up my alley and i was excited to receive it. however  it is seriously overpriced. i ordered the white and the material is thin and see-through. the small was even a bit roomy (5'7""  140lbs  32dd). going back unfortunately.",Knits
0,I liked the product shots of this cardigan  but when i opened it up out of the package i was kind of ...unimpressed... the green wasn't quite the color i was expecting  the fabric was rougher  the lace was scratchy  the fit was boxy  and the sleeves are very dolman... none of which translated through the pictures online... i still think it's cute  but it has a much more casual look to it than i was expecting. i might reconsider if it hits sale  but for now it goes back...,Knits
0,I ordered this on-line. while it fits well before washing  the fabric is a bit thin. i'm afraid it might shrink in the wash  too. i haven't worn it yet because i'm trying to decide it i will keep it or return it. colors are a bit more muted than i would like also.,Knits
0,"I love the color (mustard) and design of this shirt! however  the description says it's made of cotton and i was disappointed to find when it arrived that it's actually made of 100% modal ? which is a big difference to me. i also think it runs small ? i ordered a medium (5'5""  125#  34c)  but would have had to order a large if i wanted the look pictured on the model. finally  the modal fabric is quite thin and i don't imagine it'll last too long without tearing. i'll probably keep it because i l",Knits
0,The shirt is quite beautiful  the lace is thick and high quality. however  i have a short-ish torso and hourglass figure and this shirt added 20 lbs. the peplum fabric below the waist hung awkwardly and poofed out. maybe this would work better for a taller person  or one who has a straighter build.,Knits
0,"I've been looking for some new  casual tops and ordered this one for the sky blue color. i'm a size 6 and the small fits great. i don't find the blowzy style overwhelming. i am small boned but i'm 5'8""  not a petite. i like it with leggings and skinny jeans ...a nice proportion. however  i can see how this cut may be too much on someone with a smaller frame. i really like it  however i see two drawbacks: the material is a bit thin for fall and it wrinkles very easily (not good for travel). this",Knits
0,I have more of an athletic figure  and the sleeves tend to come in closer to the body than pictured. i didn't like that cut on my arms/torso. the shirt is really cute  otherwise! i am usually a size 4/small and this was a little short and snug.,Knits
0,I love this shirt  in fact  i love all bordeaux tops from retailer. i followed the instructions to hand wash only and after it was wet and then lay flat to dry  it may fit a child. it is a belly top. i want to love this  but it shrunk so bad even with the hand wash only instructions.,Knits
0,"I was wondering whether to purchase this top and decided last weekend during the 20% off event  i would splurge!!! i got the m as i'm tall (5'10"") and it does look a little strange on the arms atleast on my body. the sleeve is cut too high for me. i wish it was longer or even a long-sleeved item! the peach-apricot- nude colored fabric is a little uncomfortable and the fabric close to the neck is a different grey from the other sweatshirt pieces. the sweatshirt pieces aren't particularly soft eit",Knits
0,I ordered this turtleneck in white and was very surprised to find that the material is so thin and gauzy it's sheer. i will definitely have to wear a white camisole under this every time i wear it  even when using it as a layering piece. it seems to run true to size if not a little small. the neck is interesting because it is so light and floppy...you can adjust several ways. it doesn't hold form well  though. i will most likely keep it but will never wear it without something both under and ove,Knits
1,Soft material  lays nicely. got an xs but usually wear a smaill. got it in the mail and it is wrinkly so will need to steam it.,Knits
1,I love this top so much that i ordered it in second color. it is shorter but still works with skirts and pants. the material is a fun texture. i didn't have any problems with the arm holes  but this may be due to being less full in the bust area.,Knits
1,I ordered this top in xl in the navy print. it fits true to size. it's made of two very soft materials. the printed part looks like sailboats to me. it doesn't wrinkle or have a static problem. the solid knit portion is a good quality too. i love the styling details of the ruffled neck and the middle pleat. it's flattering. i like how the details make this a dressy version of a t-shirt while being very comfortable too.,Knits
1,Great sweater with gorgeous detail. fits tts. works best in someone with smaller bust like me. pink is peachy pink like other reviewers have commented. pairing it with gray ag jeans! will work great for fall/winter in louisiana.,Knits
1,"I love wearing this sweater  it is unbelievably soft and cozy. usually a sweater like this sits like an unflattering sack on me  so i was pleasantly surprised by how flattering it was on my petite frame. i purchased a grey xs regular in store and i am 5'3"" 120 lbs and it was long  but not at all overwhelming. it sat very flattering on my figure and kept me warm at work on this rainy cold day. i wore mine with skinny capri jeans and purple suede kitten heels. would look great with leggings and bo",Knits
1,Love this tee! lightweight  airy and comfy. i think it fits true to size. so soft and summery. can't wait to wear it this summer!,Knits
1,I technically measure to a medium in both regular and petite sizing  but i took a chance an ordered the regular small in red. it is as depicted  and i agree that it is soft and can be clingy  but the regular size fits slightly too big on me. this is fine since it would show lumps otherwise. i bet this would be perfect had the petite size have been available. nonetheless  the fabric is substantial enough that it doesn't show the fact i carry weight in my upper body and stomach  so i'm keeping it.,Knits
1,Love this blouse. per the previous review  there was no problem with my tailoring. it is exactly as shown. i plan to handwash this and take super good care of it. you can tell from the picture it could be an excellent wardrobe staple and absolutely timeless as well as the kind of sexy and elegant you can get away with in the office.  i do think it runs a tiny bit small. however  it is not short. it's just quite a fitted piece. i would consider sizing up. i love the look of the medium on me  5'10,Knits
1,Beautiful lace shell! great with jeans for a night out  or with a skirt for a more formal affair. good quality  not itchy.,Knits
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
1,I usually wear a medium or large in retailer clothes. i purchased this in a large and it fit perfectly. it is a clingier top but i didn't find it too much so. the ribbing makes it very attractive and slimming  and also can be worn as a stand alone turtleneck or easily as a layered piece. it is super soft and comfy as others have mentioned  and a tad thicker than just a cotton turtleneck would be - it has substance. also  it would be great for traveling because it doesn't wrinkle at all. love that!,Layering
1,The shirt fits true to size. the length of the top is great: not too short (won't show your midrift when you raise your arms) not too long (this is a shirt not a dress). this is a great top for a casual day in jeans or a flirty day with skirt to dress it up.,Layering
1,This tank is soft and flexible. great fit with wonderful material. very pleased.,Layering
1,A lovely  soft material with a subtle aqua pattern. i'm very fussy about seams that fit my waist  and this one fit perfectly.,Layering
1,I was not expecting the material to be as thick as it is. it has a wonderful drape and hand to it. i love the string tie straps so i can adjust it to fall on my chest a little higher. it seems that everything is too low-cut for my modest taste  but the ties let you decide how much cleavage to show. finding the right bra is always a little bit of a challenge with a cami  but i usually wear them under sweaters and jackets  so i'm not terribly concerned.,Layering
1,These t-shirts by pure + good are buttery soft and so flattering. they are just loose enough to drape beautifully and the detailing at the neckline takes them just a step above basic tee. i have 2 from last year  machine washed many many times (on delicate cycle) and they still look almost new. i was hoping to pick up a couple more but they're gone! please retailer  bring these tees back!! i would kill for that beautiful dark blue...,Layering
1,I bought it in black and cream! great weight. soft fabric. beautiful lace.,Layering
1,This is a cute top. not perfectly made  a little boxy  but also not a crop top on me (5'5). it looks cute with high waisted jeans.,Layering
1,I stumbled upon this as a return to our store. at first  i was a little put off by the change in stitching to add support and shape. but once you put it on  it's perfect. it's very flattering and very comfortable. there are snaps in the crotch  but i wore it for a full day (8+ hours) and had no discomfort. if there were more colors  i'd buy them all lol.,Layering
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,Super itchy! had to return.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
1,I have worn these exclusively for the past couple of years. they fit great (tts)  stay put  and wear very well. these are well worth the price.,Legwear
1,These tights have a nice pattern and color. they look just like the photograph. they are warm and because they are warm they have wool in them and they are a little itchy. but  that's the price you pay for warmth. i own several pairs of retailer tights and love the patterns (foxes  scotty dogs  and now trees). .,Legwear
1,Bought a pair of these with a gift card i got for my birthday.  just ordered another pair!  i love them for everyday use and working out,Legwear
1,Nice quality  but enough material for two sets of tights. can scrunch up at the bottom for a different look.,Legwear
1,These are the best leggings! they were so comfortable that i wore them all day and then to bed; i didn't want to take them off. i'm hoping to get a few more pairs.,Legwear
1,I have 9.5-10 size feet  and these are a bit small; the heel doesn't quite make it around my heel to where it's supposed to be. still  they're comfy and not too thick or too warm. i really like the stripes of different patterns. good trouser socks. i imagine if you're size 7 or 8 these will fit perfectly. i got the mint and the pink colors  and they're very true to how they appear on my computer screen.,Legwear
1,Yes you need these  so comfortable - and wash up perfectly - workout  walking or great to sleep in,Legwear
1,Received many compliments the first day i wore them.. amazing fit. disagree with the other post. the quality is amazing. i wish they had other colors. bought xs,Legwear
1,Sweet leg warmers that are fun and cute too! kept me warm when out in this frosty morning!,Legwear
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,I love the look of this dress but it runs very large. i am 5'2 110lbs. i ordered the extra small on sale & got a killer deal on it. i intended to use it as a beach cover up since it's sheer  but when i tried it on i felt like i was wearing a mumu. even for the price & for the beach i am going to return it. i'm sad because it is a beautiful cover-up and for what it is i think the quality is good.,Lounge
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,These pants looked worn  washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...,Lounge
-1,This dress is very thick cotton material. like a sweatshirt. i was hoping to wear this to a wedding but it is a tunic at best. the bell part of the sleeves also stick out awkwardly because of the fabric.,Lounge
0,I was hopeful my size l would fit after another pair of leggings from antrho in this order was too small. these went on easier and i was feeling good until i reached the lower abdomen and everything came to a screeching halt. i'm not sure they are too small  rather  i believe  they are styled to be low-rise. not sure why anyone would want that in a legging  but i'm new to this athletic-wear trend. regardless  i won't be wearing these!,Lounge
0,I'm still on the fence about these. i realize they got great reviews but i thought they would be a bit thicker. they just feel too flimsy and too much like i'm ready for bed. i was looking for more lounge pants that i felt like if i needed to run up to the store on a saturday afternoon that i wasn't wearing pjs. i just can't get past that. they are totally cute but i was definitely looking for more summer lounge-wear.    i ordered the small which fit fine. i wear 4-6 in retailer pants. i got the p,Lounge
0,I'd hoped these would be cozy and warm. the fabric is thin and slinky. it grabs and emphasizes every bump and roll. couldn't wait to get them off. just horrible. and that price is very steep. can't recommend.,Lounge
0,While the fabric  embroidery and sizing are dead on  i just couldn't deal with the shiny little mirrors that the designer embellished this shirt with. that detail is not apparent in the photographs and i felt lessened the versatility of this blouse. so  it must go back to retailer.,Lounge
0,Very orange. the slits in the back are larger than pictured and not at the cutest part of anyone's anatomy... shorter in front and i have a short torso. the fabric is nice and lightweight.,Lounge
0,"I absolutely loved the idea of an elongated hoodie as a lounge dress or robe. unfortunately  this particular product left a lot to be desired. firstly  the fit is slim  not relaxed. i'm 5'4""  at 110 lbs and tried both the size 1 (equivalent of a small) and size 2 (equivalent of a medium). sizing up just added length and did not do much to increase roominess. they both zipped up easily but did not drape well. finally  the fabric was really not welcoming. i prefer terry over fleece  however this w",Lounge
0,These are very well constructed  medium weight  besutiful leggings.,Lounge
0,I should have exchanged it for a smaller size  but i wanted to wear it  so my mistake. i tend to wear size 12-14  and the large is entirely too big. it also had piling right out of the bag. but it is just so soft that i tore the tag off and wore it anyway. if you get this  size down for sure.,Lounge
0,While the styling is cute  the fit was poor under the arms and there was quite a gap. i returned this.,Lounge
1,Love these soft cozy leggings. fit like a glove. perfect for weekends  lounging  sleeping during cold winter weather. want more of the same!,Lounge
1,"Cure pants --- just bought them --- they look black but the description says ""blue motif"" - does anyone else have them and know if they are black or blue?",Lounge
1,Hi   like the other reviewers  i expected the price to be much higher. it is so warm  yet so flattering and cute. this will sell out  so buy now if you want it.,Lounge
1,They make your butt look great! very whimsical design.,Lounge
1,These are super comfortable. i love feeling like i'm wearing pajamas in public but being properly dressed  although i wear them around the house often  too. i don't regret spending this much money on these pants  it was worth it since i'm wearing them so much.,Lounge
